,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
16412,16413,1.0,Very Good,G,VS1,63.2,58.0,6552,6.32,6.27,3.98
25190,25191,2.17,Very Good,J,SI2,60.8,59.0,13782,8.37,8.41,5.1
10707,10708,1.11,Ideal,I,SI1,61.4,60.0,4849,6.61,6.65,4.07
13394,13395,0.32,Good,F,VS2,63.3,57.0,602,4.34,4.38,2.76
8935,8936,1.01,Premium,F,SI2,61.3,60.0,4497,6.43,6.4,3.93
19946,19947,2.34,Premium,I,I1,61.5,60.0,8491,8.47,8.43,5.2
24064,24065,1.7,Ideal,I,VS1,60.1,57.0,12209,7.8,7.77,4.68
45334,45335,0.51,Good,E,VS2,63.8,57.0,1662,5.07,5.05,3.23
52555,52556,0.7,Very Good,G,VS1,63.2,56.0,2535,5.61,5.56,3.53
16103,16104,1.01,Very Good,F,VS1,59.4,58.0,6439,6.46,6.54,3.86
4070,4071,0.31,Ideal,D,SI1,62.0,55.0,571,4.36,4.38,2.71
14411,14412,1.23,Ideal,I,SI2,61.8,55.0,5820,6.87,6.91,4.26
9792,9793,1.01,Very Good,E,SI2,61.5,56.0,4666,6.45,6.47,3.97
42064,42065,0.39,Very Good,G,IF,63.5,56.0,1271,4.67,4.65,2.96
28649,28650,0.31,Very Good,I,VS2,62.3,57.0,435,4.32,4.35,2.7
7609,7610,1.17,Premium,F,SI2,62.5,57.0,4259,6.8,6.71,4.22
30359,30360,0.39,Ideal,D,SI1,60.6,55.0,729,4.73,4.78,2.88
47215,47216,0.5,Premium,H,VVS1,62.5,58.0,1838,5.1,5.05,3.17
6455,6456,0.91,Premium,D,SI2,61.5,56.0,4051,6.27,6.22,3.84
45636,45637,0.25,Very Good,G,VVS1,60.6,55.0,525,4.12,4.14,2.5
41995,41996,0.43,Ideal,G,VVS1,61.5,56.0,1264,4.87,4.85,2.99
28177,28178,0.3,Very Good,D,VS1,60.1,58.0,666,4.35,4.37,2.62
27379,27380,0.35,Very Good,H,SI1,63.2,57.0,647,4.51,4.48,2.84
10890,10891,1.11,Premium,G,SI2,60.7,56.0,4882,6.73,6.68,4.07
31006,31007,0.29,Ideal,F,IF,61.9,56.0,748,4.27,4.3,2.65
22295,22296,1.01,Premium,F,VVS1,60.8,58.0,10341,6.55,6.48,3.96
31,32,0.23,Very Good,F,VS1,59.8,57.0,402,4.04,4.06,2.42
16196,16197,1.2,Ideal,H,SI1,62.2,56.0,6471,6.8,6.77,4.23
32511,32512,0.4,Good,E,SI2,63.9,57.0,798,4.71,4.65,2.99
3771,3772,0.73,Ideal,G,VS1,60.9,59.0,3459,5.79,5.83,3.54
7362,7363,1.0,Good,D,SI2,57.8,58.0,4218,6.55,6.61,3.8
50467,50468,0.61,Very Good,D,VS2,61.5,57.0,2266,5.45,5.48,3.36
35250,35251,0.3,Ideal,E,VVS1,61.2,57.0,895,4.33,4.36,2.66
18492,18493,1.1,Ideal,G,VS1,61.9,55.0,7528,6.59,6.63,4.09
33135,33136,0.31,Premium,E,VVS2,61.4,58.0,816,4.33,4.36,2.67
51280,51281,0.7,Very Good,I,VS2,60.8,61.0,2360,5.72,5.76,3.49
44023,44024,0.51,Ideal,E,SI1,62.2,57.0,1546,5.12,5.08,3.17
36507,36508,0.32,Ideal,F,VVS2,61.6,55.0,945,4.41,4.42,2.72
11093,11094,1.03,Ideal,G,SI1,61.9,56.0,4928,6.46,6.5,4.01
50370,50371,0.7,Ideal,I,VS2,61.2,55.0,2249,5.75,5.77,3.53
32680,32681,0.31,Premium,G,VS1,62.1,58.0,802,4.36,4.31,2.69
20060,20061,0.31,Very Good,F,VS2,62.9,58.0,625,4.27,4.31,2.7
39028,39029,0.52,Good,H,SI1,57.6,61.0,1056,5.34,5.32,3.07
11312,11313,1.0,Fair,F,VS1,67.0,52.0,4984,6.12,6.08,4.09
4377,4378,0.91,Premium,F,SI2,61.7,58.0,3609,6.22,6.29,3.86
24993,24994,1.5,Premium,F,VS2,62.0,53.0,13506,7.37,7.33,4.56
45055,45056,0.58,Very Good,E,SI1,63.1,56.0,1641,5.36,5.32,3.37
4227,4228,1.2,Ideal,I,I1,61.9,56.0,3570,6.85,6.82,4.23
14075,14076,1.03,Premium,E,SI1,62.9,56.0,5710,6.49,6.39,4.05
52691,52692,0.69,Very Good,G,VVS2,63.8,53.7,2553,5.6,5.72,3.61
19138,19139,1.2,Ideal,D,SI1,62.7,55.0,7903,6.79,6.71,4.23
24321,24322,2.0,Premium,D,SI2,59.3,62.0,12576,8.12,8.06,4.8
22658,22659,1.01,Very Good,E,VVS1,62.3,56.0,10704,6.41,6.47,4.01
51313,51314,0.31,Premium,H,VS1,59.9,59.0,544,4.38,4.4,2.63
2680,2681,0.77,Very Good,D,SI1,59.9,59.0,3241,5.9,5.95,3.55
39137,39138,0.41,Ideal,G,VS2,62.4,55.0,1061,4.76,4.73,2.96
35580,35581,0.35,Premium,F,VS2,62.1,60.0,906,4.51,4.45,2.78
9837,9838,1.12,Very Good,H,SI1,63.1,56.0,4673,6.62,6.59,4.17
10393,10394,0.31,Premium,G,SI1,62.1,58.0,593,4.36,4.33,2.7
6705,6706,0.3,Ideal,J,VS1,62.0,57.0,411,4.28,4.3,2.66
30465,30466,0.31,Premium,D,SI1,61.1,57.0,732,4.36,4.35,2.66
4660,4661,1.13,Ideal,H,I1,61.1,56.0,3669,6.77,6.71,4.12
22306,22307,1.04,Premium,E,VVS1,62.5,59.0,10350,6.41,6.46,4.02
10101,10102,0.9,Very Good,F,VS2,63.2,57.0,4715,6.12,6.07,3.85
41427,41428,0.53,Very Good,E,SI2,63.4,56.0,1227,5.18,5.16,3.28
35279,35280,0.39,Ideal,I,IF,62.3,54.0,895,4.69,4.71,2.93
51076,51077,0.7,Premium,E,SI1,62.9,58.0,2333,5.68,5.61,3.55
23062,23063,1.7,Very Good,F,SI2,63.4,57.0,11091,7.54,7.57,4.79
29779,29780,0.3,Good,I,VVS1,63.8,56.0,709,4.26,4.23,2.71
7665,7666,1.01,Very Good,E,SI2,63.3,57.0,4270,6.39,6.31,4.02
13286,13287,1.0,Premium,D,SI1,62.1,58.0,5488,6.45,6.34,3.97
2448,2449,0.75,Good,G,VVS1,58.4,56.0,3188,5.98,6.06,3.52
31826,31827,0.34,Very Good,G,VVS2,61.2,59.0,775,4.46,4.5,2.74
29899,29900,0.3,Very Good,D,VS2,62.2,58.0,710,4.25,4.3,2.66
38774,38775,0.31,Ideal,E,VVS2,61.6,57.0,1046,4.37,4.33,2.68
34897,34898,0.33,Ideal,F,VVS1,62.5,54.0,880,4.43,4.46,2.78
18547,18548,1.25,Premium,H,VS1,59.3,57.0,7560,7.11,7.05,4.2
5979,5980,1.0,Fair,I,VS1,64.0,49.0,3951,6.43,6.39,4.1
34756,34757,0.41,Premium,H,SI1,61.7,60.0,876,4.75,4.71,2.92
19196,19197,1.25,Premium,G,VS2,61.2,57.0,7948,6.95,6.91,4.24
43075,43076,0.54,Ideal,H,VS2,62.0,54.0,1378,5.22,5.27,3.25
17886,17887,1.27,Ideal,H,VS2,60.3,56.0,7219,7.08,7.02,4.25
46851,46852,0.61,Premium,E,SI1,60.1,59.0,1812,5.51,5.48,3.3
2749,2750,0.76,Ideal,H,VVS2,61.0,56.0,3249,5.85,5.91,3.59
32456,32457,0.39,Very Good,E,VS2,62.7,59.0,794,4.64,4.68,2.92
47936,47937,0.56,Ideal,E,VS2,62.6,57.0,1915,5.29,5.26,3.3
50419,50420,0.53,Ideal,F,VVS2,61.0,56.0,2259,5.26,5.24,3.2
26448,26449,1.55,Premium,D,VS2,61.5,58.0,15991,7.48,7.51,4.61
20491,20492,1.52,Premium,H,VS2,61.1,61.0,8825,7.4,7.36,4.51
14736,14737,1.01,Ideal,F,SI1,61.7,56.0,5932,6.45,6.48,3.99
23110,23111,1.36,Ideal,F,VS1,61.4,57.0,11132,7.25,7.09,4.4
42903,42904,0.59,Very Good,E,SI2,62.9,58.0,1362,5.33,5.39,3.37
22972,22973,1.2,Premium,F,VVS2,62.2,58.0,11021,6.83,6.78,4.23
14461,14462,1.08,Premium,F,SI1,61.3,57.0,5836,6.63,6.58,4.05
25348,25349,1.52,Very Good,F,VS2,62.7,59.0,14066,7.3,7.33,4.59
6329,6330,0.91,Ideal,G,VS1,61.3,56.0,4029,6.28,6.21,3.83
24661,24662,1.25,Ideal,E,VVS2,60.9,60.0,13006,6.93,6.97,4.23
8474,8475,1.01,Premium,F,SI2,61.3,60.0,4416,6.4,6.43,3.93
11008,11009,1.1,Premium,H,SI1,63.0,58.0,4916,6.6,6.55,4.14
28667,28668,0.39,Ideal,E,SI1,60.6,57.0,677,4.75,4.79,2.89
23160,23161,1.76,Premium,J,VS1,62.0,58.0,11177,7.74,7.7,4.79
42874,42875,0.45,Ideal,G,VVS1,61.7,56.0,1358,4.96,4.93,3.05
8128,8129,1.08,Ideal,I,SI1,61.4,57.0,4355,6.67,6.62,4.08
10659,10660,1.2,Premium,H,VS1,61.7,59.0,4838,6.78,6.74,4.17
37512,37513,0.42,Premium,F,VS1,59.8,57.0,985,4.89,4.85,2.91
12319,12320,1.06,Ideal,E,SI2,62.2,55.0,5223,6.51,6.54,4.06
103,104,0.75,Premium,G,VS2,61.7,58.0,2760,5.85,5.79,3.59
16293,16294,1.0,Very Good,E,VS2,62.6,60.0,6518,6.35,6.4,3.99
48493,48494,0.66,Ideal,D,VS2,61.8,56.0,1981,5.6,5.57,3.45
8154,8155,0.91,Premium,G,VS2,60.8,56.0,4357,6.28,6.21,3.8
8936,8937,1.01,Ideal,F,SI2,62.5,55.0,4497,6.4,6.39,4.0
9296,9297,1.02,Premium,F,SI2,62.5,57.0,4570,6.47,6.43,4.03
33680,33681,0.3,Ideal,E,VVS2,61.3,54.0,837,4.34,4.37,2.67
49365,49366,0.6,Ideal,F,VS2,60.9,55.0,2099,5.49,5.51,3.34
52963,52964,0.24,Very Good,F,IF,60.4,58.0,552,4.02,4.06,2.44
23149,23150,1.08,Ideal,E,VVS2,61.0,56.0,11166,6.64,6.67,4.06
28208,28209,0.4,Good,I,VS2,63.8,54.0,666,4.68,4.72,3.0
11066,11067,0.34,Very Good,G,VS2,62.9,55.0,596,4.45,4.52,2.82
14968,14969,1.5,Very Good,F,I1,63.2,57.0,6028,7.29,7.24,4.59
19520,19521,1.0,Premium,F,VVS1,63.0,56.0,8154,6.37,6.32,4.0
51053,51054,0.7,Premium,H,SI1,62.8,57.0,2331,5.66,5.61,3.54
20499,20500,1.55,Ideal,I,VS2,62.6,56.0,8831,7.35,7.41,4.62
19444,19445,1.34,Ideal,H,VS2,62.1,57.0,8094,7.0,7.05,4.36
32467,32468,0.36,Very Good,D,SI1,63.2,56.0,794,4.56,4.52,2.87
52062,52063,0.7,Good,E,SI2,63.5,56.0,2453,5.6,5.68,3.58
38292,38293,0.28,Very Good,D,VS1,61.7,58.0,487,4.19,4.24,2.6
16255,16256,1.35,Ideal,H,VS2,61.6,55.0,6502,7.08,7.02,4.34
41497,41498,0.42,Ideal,F,VVS1,62.0,55.0,1233,4.8,4.84,2.99
23163,23164,1.53,Very Good,H,VS2,62.2,58.0,11178,7.3,7.34,4.55
13695,13696,1.0,Very Good,G,VS2,61.8,59.0,5600,6.29,6.37,3.91
21398,21399,1.51,Premium,E,SI2,61.1,60.0,9513,7.37,7.27,4.47
39730,39731,0.45,Premium,E,SI1,62.8,58.0,1091,4.88,4.84,3.05
29610,29611,0.23,Very Good,G,VVS2,58.1,59.0,438,4.09,4.03,2.36
29480,29481,0.32,Ideal,E,VS2,61.8,55.0,702,4.4,4.43,2.73
11260,11261,1.16,Premium,G,SI2,62.6,58.0,4969,6.72,6.66,4.19
17869,17870,1.5,Very Good,I,SI2,63.4,58.0,7211,7.15,7.21,4.55
47910,47911,0.57,Premium,G,SI1,62.6,56.0,1915,5.29,5.26,3.3
42408,42409,0.42,Ideal,H,VVS1,61.1,56.0,1310,4.86,4.9,2.98
7680,7681,1.0,Ideal,F,SI2,61.8,57.0,4274,6.45,6.36,3.96
14083,14084,1.01,Premium,F,SI1,58.9,60.0,5713,6.57,6.5,3.85
40222,40223,0.4,Very Good,G,VVS1,60.9,57.0,1123,4.76,4.8,2.91
15585,15586,1.0,Good,D,VS1,64.0,58.0,6250,6.27,6.21,3.99
22707,22708,0.35,Premium,H,SI1,60.0,61.0,630,4.6,4.57,2.75
50717,50718,1.05,Fair,H,I1,61.8,57.0,2293,6.51,6.4,3.99
49143,49144,0.58,Ideal,D,VS1,61.4,57.0,2067,5.41,5.34,3.3
26168,26169,2.14,Premium,I,SI1,59.5,59.0,15499,8.42,8.36,4.99
45652,45653,0.38,Ideal,J,SI1,61.8,54.0,525,4.68,4.7,2.9
37183,37184,0.46,Fair,I,VS1,65.6,57.0,972,4.85,4.82,3.17
22602,22603,1.51,Ideal,I,VS1,63.2,57.0,10655,7.4,7.28,4.62
21802,21803,1.57,Premium,D,SI2,62.9,61.0,9875,7.41,7.37,4.65
23922,23923,2.01,Premium,J,SI1,60.9,58.0,12048,8.15,8.07,4.94
50555,50556,0.7,Ideal,G,SI1,62.4,56.0,2276,5.66,5.69,3.54
42736,42737,0.51,Very Good,E,SI1,62.8,61.0,1343,5.06,5.07,3.18
20902,20903,1.5,Very Good,I,VS2,58.2,60.0,9118,7.5,7.58,4.39
13959,13960,1.02,Fair,E,SI1,65.7,58.0,5681,6.23,6.31,4.12
12313,12314,1.0,Premium,F,SI1,62.3,59.0,5221,6.44,6.36,3.99
48830,48831,0.7,Good,H,SI1,63.3,60.0,2029,5.57,5.65,3.55
13026,13027,0.26,Ideal,H,VVS1,61.2,56.0,600,4.16,4.11,2.53
7351,7352,1.0,Fair,E,SI1,58.1,63.0,4213,6.6,6.52,3.81
37023,37024,0.33,Premium,G,VVS2,61.9,58.0,965,4.43,4.39,2.73
41557,41558,0.53,Very Good,G,SI1,61.2,55.0,1237,5.21,5.34,3.23
31083,31084,0.33,Ideal,G,VVS2,61.7,56.0,752,4.42,4.46,2.74
24928,24929,1.71,Premium,H,VS2,62.5,58.0,13376,7.64,7.52,4.74
17351,17352,1.11,Premium,D,SI1,62.0,58.0,6962,6.68,6.64,4.13
15445,15446,1.53,Premium,G,I1,62.8,58.0,6183,7.39,7.28,4.61
19712,19713,1.51,Fair,F,SI2,61.8,66.0,8287,7.18,7.16,4.43
34392,34393,0.34,Ideal,G,VVS1,61.3,55.0,863,4.54,4.56,2.79
50222,50223,0.52,Ideal,E,VVS2,62.0,54.0,2230,5.16,5.19,3.21
2142,2143,0.94,Good,D,SI2,57.9,61.0,3125,6.48,6.43,3.74
35025,35026,0.4,Very Good,E,SI1,63.2,58.0,882,4.7,4.66,2.96
26777,26778,2.01,Good,D,SI2,59.9,65.0,16624,8.0,8.07,4.81
15511,15512,1.03,Premium,G,VS2,62.3,59.0,6214,6.38,6.42,3.99
52490,52491,0.75,Ideal,H,SI1,62.9,57.0,2523,5.75,5.8,3.63
48742,48743,0.57,Good,D,VS2,58.3,61.0,2015,5.42,5.45,3.17
14248,14249,1.29,Ideal,J,VS2,62.1,59.0,5771,6.92,6.96,4.31
13018,13019,1.2,Very Good,I,SI1,62.8,57.0,5408,6.7,6.74,4.22
5208,5209,1.0,Premium,I,SI2,62.5,56.0,3780,6.38,6.3,3.96
39968,39969,0.4,Ideal,E,VVS2,62.5,54.0,1106,4.73,4.77,2.97
1668,1669,0.72,Very Good,G,VS1,60.1,63.0,3024,5.86,5.82,3.51
27816,27817,0.34,Ideal,G,SI1,61.2,57.0,650,4.56,4.53,2.78
23770,23771,2.01,Very Good,H,SI1,63.1,56.0,11825,8.05,8.0,5.06
36772,36773,0.3,Ideal,E,VVS1,61.4,56.0,956,4.37,4.33,2.67
37216,37217,0.44,Good,F,SI2,56.6,63.0,974,5.11,5.06,2.88
24427,24428,2.02,Premium,H,SI2,61.7,61.0,12680,8.14,8.08,5.01
40227,40228,0.4,Ideal,G,VVS1,61.6,57.0,1123,4.75,4.76,2.93
35466,35467,0.31,Ideal,F,IF,61.9,54.0,901,4.38,4.41,2.72
11420,11421,0.9,Premium,D,VS2,62.6,59.0,5001,6.14,6.17,3.85
5162,5163,0.9,Premium,F,SI2,61.5,59.0,3770,6.2,6.23,3.82
13380,13381,0.3,Ideal,F,VS2,62.0,53.7,601,4.31,4.33,2.68
44811,44812,0.5,Ideal,E,VS2,61.4,57.0,1624,5.08,5.11,3.13
5703,5704,0.3,Premium,D,SI2,62.2,59.0,574,4.3,4.25,2.66
50667,50668,0.31,Premium,I,VVS2,59.4,59.0,544,4.41,4.44,2.63
8667,8668,0.9,Premium,G,SI1,60.6,57.0,4455,6.28,6.2,3.78
22788,22789,1.2,Ideal,G,VVS2,62.3,54.0,10812,6.82,6.86,4.26
27929,27930,0.32,Good,E,VS2,64.1,54.0,658,4.32,4.36,2.78
46407,46408,0.52,Very Good,E,VS1,59.6,58.0,1767,5.21,5.26,3.12
14490,14491,1.16,Ideal,H,SI1,60.0,60.0,5852,6.87,6.84,4.11
30415,30416,0.32,Ideal,G,VVS2,61.7,57.0,730,4.41,4.44,2.73
52496,52497,0.77,Premium,I,VS1,62.6,55.0,2524,5.9,5.85,3.68
68,69,0.31,Premium,G,SI1,61.8,58.0,553,4.35,4.32,2.68
26621,26622,1.71,Ideal,F,VS2,61.9,57.0,16384,7.73,7.62,4.75
17297,17298,1.3,Premium,I,VS1,62.2,59.0,6931,6.97,6.91,4.32
1267,1268,0.9,Fair,I,SI2,66.4,60.0,2948,5.92,5.86,3.91
52876,52877,0.82,Very Good,I,VS1,63.6,58.9,2583,5.88,5.93,3.76
44570,44571,0.57,Premium,J,VS1,60.6,59.0,1606,5.37,5.36,3.25
16580,16581,1.22,Premium,H,SI1,62.0,58.0,6620,6.81,6.76,4.21
5878,5879,1.18,Premium,I,SI2,62.9,58.0,3925,6.77,6.7,4.24
41660,41661,0.5,Ideal,D,SI2,61.6,57.0,1239,5.1,5.13,3.15
15492,15493,1.0,Very Good,E,SI1,61.4,60.0,6207,6.4,6.44,3.94
31757,31758,0.4,Premium,D,SI1,61.7,58.0,772,4.7,4.74,2.91
22737,22738,1.54,Premium,H,VS2,61.9,61.0,10758,7.41,7.33,4.56
24190,24191,2.09,Premium,F,SI2,61.2,57.0,12377,8.26,8.21,5.04
50506,50507,0.53,Ideal,E,VVS2,62.9,54.0,2271,5.19,5.15,3.25
9243,9244,1.21,Good,J,SI2,60.4,56.0,4559,6.84,6.93,4.16
18688,18689,1.5,Premium,F,SI2,58.5,60.0,7644,7.52,7.48,4.39
39889,39890,0.42,Ideal,F,VS1,61.0,57.0,1103,4.87,4.84,2.96
29255,29256,0.32,Ideal,H,VVS1,61.4,55.0,698,4.4,4.46,2.72
27342,27343,1.58,Ideal,E,VS1,62.6,56.0,17894,7.41,7.44,4.65
31136,31137,0.31,Ideal,G,VVS1,59.0,62.0,755,4.41,4.43,2.61
12529,12530,1.04,Very Good,D,SI2,62.9,58.0,5265,6.41,6.47,4.05
8512,8513,1.16,Ideal,G,SI2,61.3,55.0,4425,6.79,6.84,4.18
2305,2306,0.79,Ideal,F,SI1,61.3,56.0,3163,5.96,6.01,3.67
53294,53295,0.3,Very Good,I,VVS1,60.5,60.0,552,4.32,4.34,2.62
26129,26130,2.75,Premium,H,SI2,60.5,61.0,15415,8.99,8.97,5.48
40338,40339,0.45,Very Good,E,VS2,61.8,58.0,1129,4.9,4.94,3.04
19960,19961,1.23,Ideal,H,VVS2,61.6,57.0,8509,6.87,6.92,4.25
53056,53057,0.72,Ideal,F,VS2,62.0,57.0,2607,5.77,5.72,3.56
23330,23331,1.24,Ideal,G,IF,62.4,56.0,11376,6.86,6.89,4.29
43242,43243,0.42,Ideal,E,VVS1,61.6,56.0,1400,4.82,4.85,2.98
27870,27871,0.42,Good,H,SI1,63.6,57.0,653,4.74,4.79,3.03
8270,8271,0.9,Very Good,D,SI1,62.6,58.0,4381,6.11,6.15,3.84
28717,28718,0.45,Good,E,SI2,64.1,62.0,680,4.82,4.75,3.07
21745,21746,1.0,Very Good,E,VVS2,59.1,58.0,9815,6.5,6.57,3.86
6948,6949,0.91,Very Good,H,VVS2,63.6,56.0,4143,6.11,6.13,3.89
49016,49017,0.5,Very Good,F,VVS2,63.0,57.0,2052,5.01,5.05,3.17
50571,50572,0.61,Ideal,E,VS2,62.2,54.0,2278,5.51,5.49,3.42
36056,36057,0.31,Premium,G,IF,61.0,59.0,924,4.33,4.36,2.65
33312,33313,0.35,Ideal,D,SI1,60.7,57.0,827,4.57,4.53,2.76
16372,16373,0.33,Very Good,D,SI1,62.8,56.0,608,4.39,4.43,2.77
9530,9531,1.01,Ideal,J,VS2,61.1,56.0,4617,6.49,6.51,3.97
44110,44111,0.5,Very Good,F,VS1,61.9,62.0,1558,5.02,5.06,3.12
14466,14467,1.01,Very Good,G,VS2,61.6,56.0,5839,6.4,6.46,3.96
20948,20949,1.22,Ideal,G,VS1,60.7,57.0,9166,6.94,6.93,4.21
20172,20173,1.06,Ideal,G,VVS2,60.1,57.0,8626,6.61,6.66,3.99
42337,42338,0.46,Ideal,D,VS2,62.4,56.0,1298,4.98,4.95,3.1
18555,18556,1.17,Premium,G,VS1,62.4,56.0,7564,6.81,6.75,4.23
38733,38734,0.4,Ideal,G,VVS1,62.4,54.0,1043,4.73,4.76,2.96
45215,45216,0.51,Ideal,E,VS2,61.4,57.0,1656,5.13,5.16,3.16
6108,6109,1.0,Premium,F,SI2,62.4,56.0,3977,6.35,6.31,3.95
26856,26857,2.1,Premium,E,SI2,62.9,59.0,16783,8.18,8.13,5.13
28720,28721,0.31,Ideal,E,VS2,61.8,55.0,680,4.35,4.39,2.7
1571,1572,0.71,Very Good,E,VS1,63.2,60.0,3006,5.63,5.6,3.55
39583,39584,0.37,Premium,G,VVS2,59.1,60.0,1082,4.71,4.69,2.78
28011,28012,0.3,Very Good,E,VS2,62.9,58.0,658,4.22,4.24,2.66
43705,43706,0.67,Fair,I,VS2,57.2,70.0,1436,5.82,5.75,3.31
2677,2678,0.73,Ideal,I,VVS1,61.8,57.0,3239,5.75,5.77,3.56
1621,1622,0.78,Ideal,E,SI1,62.7,55.0,3014,5.9,5.87,3.69
51863,51864,0.74,Very Good,H,SI1,62.4,58.0,2426,5.71,5.76,3.58
44899,44900,0.5,Ideal,E,VS2,63.0,57.0,1629,5.04,4.99,3.16
53837,53838,0.77,Ideal,H,VS2,62.0,56.0,2738,5.86,5.89,3.64
46184,46185,0.52,Very Good,F,VS1,63.2,57.0,1748,5.09,5.1,3.22
41135,41136,0.5,Very Good,G,SI1,60.0,63.0,1197,5.06,5.1,3.05
15984,15985,1.02,Premium,G,VS2,62.1,58.0,6397,6.5,6.44,4.02
19,20,0.3,Very Good,J,SI1,62.7,59.0,351,4.21,4.27,2.66
33065,33066,0.32,Ideal,H,IF,61.1,56.0,814,4.45,4.48,2.73
14604,14605,1.15,Ideal,D,SI2,61.7,57.0,5891,6.72,6.76,4.16
50963,50964,0.61,Ideal,E,VS1,62.1,57.0,2324,5.41,5.47,3.38
19079,19080,1.07,Ideal,F,VS1,62.1,55.0,7850,6.58,6.56,4.08
36159,36160,0.57,Very Good,G,I1,59.5,56.9,929,5.42,5.46,3.24
49478,49479,0.61,Ideal,E,VS2,59.7,57.0,2115,5.57,5.52,3.31
34015,34016,0.3,Ideal,D,VS1,61.8,56.0,848,4.34,4.3,2.67
34272,34273,0.25,Very Good,H,VVS1,61.6,56.0,467,4.07,4.1,2.51
15424,15425,1.01,Premium,D,SI1,62.0,60.0,6176,6.4,6.37,3.96
27457,27458,1.07,Very Good,D,IF,60.9,58.0,18114,6.57,6.67,4.03
25828,25829,1.41,Good,E,VVS2,59.9,61.0,14853,7.21,7.37,4.37
50447,50448,0.7,Very Good,F,SI1,63.3,59.0,2264,5.57,5.62,3.54
41898,41899,0.54,Ideal,I,VS2,61.9,56.0,1260,5.2,5.26,3.24
15968,15969,1.33,Premium,I,VS1,61.7,58.0,6390,7.09,7.14,4.39
41553,41554,0.41,Ideal,F,VVS1,62.3,56.0,1236,4.79,4.77,2.98
20885,20886,1.62,Premium,F,SI2,61.6,60.0,9106,7.52,7.55,4.64
19557,19558,1.5,Premium,E,SI2,58.0,60.0,8190,7.52,7.47,4.35
31123,31124,0.43,Very Good,G,SI1,60.4,58.0,754,4.87,4.9,2.95
13868,13869,1.23,Premium,H,SI2,62.1,61.0,5648,6.86,6.79,4.24
36253,36254,0.41,Ideal,E,VS2,61.8,54.0,935,4.76,4.79,2.95
52137,52138,0.74,Very Good,G,SI1,63.5,60.0,2468,5.73,5.68,3.62
15150,15151,1.11,Ideal,I,SI1,61.7,57.0,6090,6.61,6.64,4.09
49321,49322,0.51,Premium,F,VVS2,60.5,59.0,2093,5.15,5.17,3.12
33116,33117,0.31,Ideal,D,VS2,62.1,55.0,816,4.38,4.32,2.7
31263,31264,0.32,Premium,E,SI2,61.7,60.0,449,4.38,4.41,2.71
8627,8628,1.06,Ideal,I,VS2,62.3,56.0,4449,6.51,6.56,4.07
6753,6754,1.02,Premium,H,SI1,61.8,56.0,4102,6.47,6.42,3.98
5840,5841,0.9,Good,H,VS2,64.0,58.0,3919,6.11,6.07,3.9
5224,5225,0.73,Ideal,G,VVS2,61.0,56.0,3783,5.82,5.86,3.56
48285,48286,0.53,Ideal,E,VS2,60.8,56.0,1956,5.28,5.25,3.21
38794,38795,0.31,Premium,G,VVS1,62.1,59.0,1046,4.39,4.34,2.71
15824,15825,1.01,Good,F,VS2,60.6,62.0,6332,6.52,6.49,3.94
26569,26570,2.4,Ideal,J,SI1,60.6,57.0,16274,8.62,8.76,5.26
26349,26350,0.32,Premium,F,VS2,60.6,59.0,645,4.4,4.44,2.68
48940,48941,0.52,Very Good,G,VVS1,59.2,58.0,2045,5.28,5.31,3.14
13945,13946,1.1,Premium,H,VS1,61.3,58.0,5673,6.66,6.61,4.07
14027,14028,1.01,Ideal,D,SI1,62.0,55.0,5702,6.39,6.45,3.98
21194,21195,1.51,Very Good,I,VS1,63.0,59.0,9343,7.28,7.3,4.59
21368,21369,0.36,Ideal,D,SI1,62.0,54.0,626,4.58,4.61,2.85
23684,23685,1.51,Fair,G,VS1,64.9,55.0,11739,7.25,7.14,4.67
9887,9888,1.05,Premium,H,SI1,62.2,58.0,4682,6.5,6.46,4.03
51534,51535,0.7,Ideal,I,VVS1,62.8,56.3,2386,5.65,5.69,3.56
45504,45505,0.61,Ideal,F,SI1,61.4,56.0,1681,5.46,5.42,3.34
25681,25682,0.31,Ideal,F,VS1,61.0,56.0,642,4.38,4.4,2.68
25722,25723,2.22,Ideal,G,SI2,62.6,57.0,14637,8.35,8.29,5.21
39208,39209,0.54,Ideal,F,SI2,61.8,56.0,1065,5.26,5.29,3.26
41817,41818,0.43,Premium,F,VVS2,61.6,60.0,1250,4.86,4.82,2.98
29928,29929,0.43,Premium,E,I1,58.4,62.0,713,5.0,4.94,2.9
18049,18050,0.36,Very Good,E,SI1,59.9,60.0,615,4.59,4.62,2.76
33758,33759,0.4,Fair,G,SI1,64.7,55.0,840,4.68,4.65,3.02
41920,41921,0.45,Good,F,VS1,60.1,61.8,1262,4.96,4.98,2.99
14726,14727,0.3,Ideal,G,VS1,62.2,55.0,605,4.28,4.31,2.67
36997,36998,0.35,Ideal,D,VS2,60.6,57.0,964,4.63,4.58,2.79
23486,23487,1.6,Premium,G,VS2,62.2,59.0,11489,7.45,7.48,4.64
44839,44840,0.56,Ideal,E,VS2,61.6,57.0,1625,5.3,5.32,3.27
22440,22441,2.46,Premium,E,SI2,59.7,59.0,10470,8.82,8.76,5.25
16188,16189,1.31,Ideal,F,SI1,62.4,56.0,6470,6.98,6.9,4.33
